WhiteElo,BlackElo,Result,Moves,OpeningName
2515,2414,0-1,"['d4', 'e6', 'c4', 'd5', 'Nc3', 'Nf6', 'cxd5', 'exd5', 'Bg5', 'c6']",Horwitz Defense
2065,2062,1/2-1/2,"['d4', 'e6', 'c4', 'f5', 'Nc3', 'Nf6', 'a3', 'c5', 'e3', 'a6']",Horwitz Defense
2101,2075,1-0,"['d4', 'e6', 'Nf3', 'd5', 'g3', 'Nf6', 'Bg2', 'Be7', 'O-O', 'Nbd7']",Horwitz Defense
2062,2102,1-0,"['d4', 'e6', 'Bf4', 'd5', 'Be3', 'Bd6', 'Nf3', 'Ne7', 'Bg5', 'f6']",Horwitz Defense
2176,2171,1-0,"['d4', 'e6', 'c4', 'c6', 'Nc3', 'd6', 'Nf3', 'f6', 'Bf4', 'g6']",Horwitz Defense
1991,1983,1-0,"['d4', 'e6', 'c4', 'Ne7', 'Nc3', 'Ng6', 'Nf3', 'Be7', 'e4', 'O-O']",Horwitz Defense
2117,2112,1-0,"['d4', 'e6', 'Nf3', 'd5', 'e3', 'Nf6', 'Be2', 'Be7', 'O-O', 'O-O']",Horwitz Defense
2131,2178,1-0,"['d4', 'e6', 'e3', 'd5', 'c3', 'c5', 'f4', 'Nc6', 'Nf3', 'f5']",Horwitz Defense
2608,2439,0-1,"['d4', 'e6', 'Nc3', 'Nf6', 'e4', 'd5', 'e5', 'Nfd7', 'Nce2', 'c5']",Horwitz Defense
2085,2128,1-0,"['d4', 'e6', 'c4', 'c5', 'd5', 'exd5', 'cxd5', 'Nf6', 'Nc3', 'd6']",Horwitz Defense
1984,1968,1/2-1/2,"['d4', 'e6', 'c4', 'c5', 'Nc3', 'd5', 'e3', 'Bd7', 'Nf3', 'Qb6']",Horwitz Defense
2013,2008,0-1,"['d4', 'e6', 'Nf3', 'd5', 'e3', 'Nf6', 'Be2', 'c5', 'O-O', 'cxd4']",Horwitz Defense
2184,2201,1-0,"['d4', 'e6', 'Nc3', 'd5', 'e4', 'dxe4', 'f3', 'Nd7', 'fxe4', 'Be7']",Horwitz Defense
2122,2176,1-0,"['d4', 'e6', 'c4', 'Nf6', 'Nc3', 'Bb4', 'Bg5', 'h6', 'Bh4', 'c5']",Horwitz Defense
1854,1906,0-1,"['d4', 'e6', 'c4', 'd5', 'Nc3', 'Bb4', 'cxd5', 'exd5', 'Nf3', 'Ne7']",Horwitz Defense
1876,1998,1-0,"['d4', 'e6', 'e4', 'd5', 'Nd2', 'dxe4', 'Nxe4', 'f5', 'Ng3', 'Nf6']",Horwitz Defense
1973,1874,1-0,"['d4', 'e6', 'Nf3', 'Ne7', 'c4', 'g6', 'Bf4', 'Bg7', 'e3', 'd6']",Horwitz Defense
1941,1883,1-0,"['d4', 'e6', 'c4', 'd5', 'c5', 'c6', 'Nf3', 'Nf6', 'Bf4', 'Be7']",Horwitz Defense
1954,1852,1-0,"['d4', 'e6', 'e3', 'd5', 'Bd3', 'Bd6', 'f4', 'Ne7', 'Nf3', 'f5']",Horwitz Defense
2306,2179,0-1,"['d4', 'e6', 'e3', 'd5', 'Bd3', 'c5', 'c3', 'cxd4', 'exd4', 'Nc6']",Horwitz Defense
2136,2134,0-1,"['d4', 'e6', 'e3', 'Nf6', 'Bd3', 'c5', 'Nd2', 'cxd4', 'exd4', 'd5']",Horwitz Defense
2011,2077,0-1,"['d4', 'e6', 'c4', 'd5', 'Nf3', 'c6', 'g3', 'Bd6', 'Bg2', 'f5']",Horwitz Defense
1988,2000,0-1,"['d4', 'e6', 'Nf3', 'Nf6', 'e3', 'c5', 'c3', 'Nc6', 'Bd3', 'b6']",Horwitz Defense
2097,2056,0-1,"['d4', 'e6', 'c4', 'Nf6', 'Nc3', 'Bb4', 'g4', 'c5', 'd5', 'Bxc3+']",Horwitz Defense
1805,1849,0-1,"['d4', 'e6', 'c4', 'd5', 'Nc3', 'c6', 'e4', 'dxe4', 'Nxe4', 'f5']",Horwitz Defense
1908,1915,1-0,"['d4', 'e6', 'c4', 'd5', 'Nf3', 'c5', 'Nc3', 'cxd4', 'Nxd4', 'dxc4']",Horwitz Defense
1867,1884,0-1,"['d4', 'e6', 'e3', 'd5', 'Bd3', 'Bd6', 'f4', 'Nc6', 'Nf3', 'f5']",Horwitz Defense
2256,2216,1-0,"['d4', 'e6', 'c4', 'c5', 'Nc3', 'cxd4', 'Qxd4', 'Nc6', 'Qd2', 'Bc5']",Horwitz Defense
1863,1854,0-1,"['d4', 'e6', 'e3', 'd5', 'Nf3', 'Nf6', 'c4', 'dxc4', 'Bxc4', 'Be7']",Horwitz Defense
2011,2064,1-0,"['d4', 'e6', 'c4', 'Nf6', 'Nc3', 'd6', 'Bg5', 'c6', 'e3', 'd5']",Horwitz Defense
2273,2110,0-1,"['d4', 'e6', 'Bf4', 'Nf6', 'Nc3', 'd5', 'e3', 'c5', 'Nf3', 'Nc6']",Horwitz Defense
2514,2373,1-0,"['d4', 'e6', 'c4', 'd5', 'Nc3', 'Be7', 'Nf3', 'Nf6', 'Bf4', 'h6']",Horwitz Defense
1882,1879,1-0,"['d4', 'e6', 'e3', 'c5', 'Bd3', 'cxd4', 'exd4', 'Nf6', 'c3', 'd6']",Horwitz Defense
1919,1866,1-0,"['d4', 'e6', 'Nf3', 'd5', 'c4', 'c6', 'e3', 'Nf6', 'Nc3', 'Bb4']",Horwitz Defense
1939,2008,0-1,"['d4', 'e6', 'e3', 'Nf6', 'Nf3', 'd5', 'Nc3', 'Bd6', 'Bd2', 'O-O']",Horwitz Defense
1994,2004,0-1,"['d4', 'e6', 'c4', 'Nf6', 'g3', 'Be7', 'Bg2', 'O-O', 'Nf3', 'Nc6']",Horwitz Defense
