WhiteElo,BlackElo,Result,Moves,OpeningName
1858,1879,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'c3', 'Nf6', 'Bf4', 'c5', 'e3', 'Qb6']",Queen's Pawn Game: Modern Defense
2233,2196,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'e3', 'd6', 'Bd3', 'Nf6', 'Nbd2', 'O-O']",Queen's Pawn Game: Modern Defense
2075,2098,1-0,"['d4', 'g6', 'c3', 'Bg7', 'Nd2', 'c5', 'Ndf3', 'cxd4', 'cxd4', 'Nf6']",Queen's Pawn Game: Modern Defense
2118,2178,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'Bg5', 'd6', 'e3', 'Nf6', 'Bd3', 'O-O']",Queen's Pawn Game: Modern Defense
1988,2033,1-0,"['d4', 'g6', 'e4', 'Bg7', 'f4', 'Nf6', 'Nc3', 'd5', 'e5', 'Ne4']",Queen's Pawn Game: Modern Defense
2144,2062,0-1,"['d4', 'g6', 'Nf3', 'b6', 'Bg5', 'Bb7', 'e3', 'h6', 'Bh4', 'Bg7']",Queen's Pawn Game: Modern Defense
2429,2329,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'Nc3', 'e6', 'e4', 'Ne7', 'Bg5', 'O-O']",Queen's Pawn Game: Modern Defense
1823,1832,1-0,"['d4', 'g6', 'c4', 'Bg7', 'e3', 'e6', 'Nf3', 'Ne7', 'Be2', 'O-O']",Queen's Pawn Game: Modern Defense
2453,2435,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'Nf6', 'e3', 'O-O', 'Nf3', 'd5']",Queen's Pawn Game: Modern Defense
2234,2472,0-1,"['d4', 'g6', 'Nc3', 'Bg7', 'e3', 'c5', 'Nf3', 'cxd4', 'exd4', 'd6']",Queen's Pawn Game: Modern Defense
1914,1888,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'e3', 'e6', 'c4', 'Nf6', 'Nc3', 'O-O']",Queen's Pawn Game: Modern Defense
2732,2541,1-0,"['d4', 'g6', 'Bf4', 'Bg7', 'e3', 'd6', 'c3', 'Nc6', 'Nf3', 'Nf6']",Queen's Pawn Game: Modern Defense
2280,2364,0-1,"['d4', 'g6', 'c4', 'Bg7', 'Nf3', 'Nf6', 'Nc3', 'd5', 'g3', 'c6']",Queen's Pawn Game: Modern Defense
1824,1923,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'Bf4', 'd6', 'Nbd2', 'Nd7', 'e4', 'e5']",Queen's Pawn Game: Modern Defense
2784,2400,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nf3', 'd6', 'g3', 'Bg4', 'Bg2', 'Qd7']",Queen's Pawn Game: Modern Defense
2134,2139,0-1,"['d4', 'g6', 'e4', 'Bg7', 'e5', 'd6', 'Qe2', 'dxe5', 'dxe5', 'Nc6']",Queen's Pawn Game: Modern Defense
1997,2583,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Bd3', 'e6', 'b3', 'Ne7', 'Bb2', 'O-O']",Queen's Pawn Game: Modern Defense
2104,2058,0-1,"['d4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'e6', 'e4', 'Ne7', 'Bc4', 'd5']",Queen's Pawn Game: Modern Defense
2008,1946,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'Nf3', 'd6', 'e3', 'Bg4', 'h3', 'Bxf3']",Queen's Pawn Game: Modern Defense
1999,1990,1-0,"['d4', 'g6', 'Bg5', 'Bg7', 'e4', 'd6', 'Nf3', 'Nd7', 'Nc3', 'Ngf6']",Queen's Pawn Game: Modern Defense
2106,2155,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'g3', 'e6', 'Bg2', 'Ne7', 'O-O', 'O-O']",Queen's Pawn Game: Modern Defense
2352,2362,0-1,"['d4', 'g6', 'Nc3', 'Bg7', 'Bg5', 'd6', 'Qd2', 'h6', 'Bf4', 'Nc6']",Queen's Pawn Game: Modern Defense
2241,2465,1-0,"['d4', 'g6', 'Nc3', 'Bg7', 'e4', 'c5', 'Be3', 'cxd4', 'Bxd4', 'Bxd4']",Queen's Pawn Game: Modern Defense
2358,2477,1-0,"['d4', 'g6', 'Bf4', 'Bg7', 'Nc3', 'd6', 'e4', 'Nf6', 'Qd2', 'Nc6']",Queen's Pawn Game: Modern Defense
2169,2114,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'e3', 'c5', 'Nf3', 'cxd4', 'exd4', 'Nc6']",Queen's Pawn Game: Modern Defense
2108,2111,1-0,"['d4', 'g6', 'c4', 'Bg7', 'e3', 'e6', 'Nf3', 'Ne7', 'Nbd2', 'O-O']",Queen's Pawn Game: Modern Defense
1967,2101,0-1,"['d4', 'g6', 'e4', 'Bg7', 'Be3', 'c5', 'Bd3', 'cxd4', 'Bd2', 'Nc6']",Queen's Pawn Game: Modern Defense
1977,1984,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'Bf4', 'e6', 'e3', 'h6', 'c4', 'g5']",Queen's Pawn Game: Modern Defense
1856,1807,1-0,"['d4', 'g6', 'Nc3', 'Bg7', 'e4', 'e6', 'Be3', 'Ne7', 'Bg5', 'c6']",Queen's Pawn Game: Modern Defense
1895,1915,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'e4', 'e6', 'c3', 'Ne7', 'Nbd2', 'O-O']",Queen's Pawn Game: Modern Defense
2083,2097,0-1,"['d4', 'g6', 'c4', 'c5', 'd5', 'b5', 'e4', 'Bg7', 'Nf3', 'Nf6']",Queen's Pawn Game: Modern Defense
1932,1962,0-1,"['d4', 'g6', 'c4', 'Bg7', 'e4', 'd6', 'h3', 'c6', 'Nf3', 'Qb6']",Queen's Pawn Game: Modern Defense
1977,1976,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'c6', 'Nf3', 'Nf6', 'e3', 'd5']",Queen's Pawn Game: Modern Defense
1862,1888,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Bd3', 'Nf6', 'f4', 'O-O', 'Nf3', 'd6']",Queen's Pawn Game: Modern Defense
2087,2091,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'e3', 'd6', 'Bd3', 'Nf6', 'Nbd2', 'O-O']",Queen's Pawn Game: Modern Defense
2334,2228,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'e3', 'd6', 'Bd3', 'c6', 'O-O', 'f5']",Queen's Pawn Game: Modern Defense
2072,2081,1/2-1/2,"['d4', 'g6', 'e4', 'Bg7', 'Nf3', 'b6', 'h3', 'Bb7', 'Be2', 'Nf6']",Queen's Pawn Game: Modern Defense
2259,2448,0-1,"['d4', 'g6', 'Nc3', 'Bg7', 'e4', 'c5', 'Be3', 'cxd4', 'Bxd4', 'Bxd4']",Queen's Pawn Game: Modern Defense
2189,2207,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'c5', 'd5', 'd6', 'e4', 'e6']",Queen's Pawn Game: Modern Defense
2189,2222,1/2-1/2,"['d4', 'g6', 'c4', 'Bg7', 'Nf3', 'd6', 'g3', 'Nf6', 'Bg2', 'O-O']",Queen's Pawn Game: Modern Defense
2091,2071,0-1,"['d4', 'g6', 'Nc3', 'Bg7', 'Nf3', 'c5', 'e3', 'cxd4', 'Nxd4', 'd5']",Queen's Pawn Game: Modern Defense
1802,1802,1-0,"['d4', 'g6', 'Bf4', 'Bg7', 'e4', 'f6', 'Nf3', 'e6', 'Nbd2', 'Ne7']",Queen's Pawn Game: Modern Defense
2188,2240,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'Bg5', 'h6', 'Bh4', 'b6', 'Nc3', 'Bb7']",Queen's Pawn Game: Modern Defense
1947,1958,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'c4', 'e6', 'Nc3', 'Ne7', 'e4', 'O-O']",Queen's Pawn Game: Modern Defense
2053,2077,0-1,"['d4', 'g6', 'e3', 'Bg7', 'f4', 'Nf6', 'Bd3', 'O-O', 'Nd2', 'd6']",Queen's Pawn Game: Modern Defense
1925,1891,1-0,"['d4', 'g6', 'c4', 'Nf6', 'Nc3', 'd6', 'e4', 'Nbd7', 'Nf3', 'Bg7']",Queen's Pawn Game: Modern Defense
2125,2096,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Bd3', 'b6', 'Nd2', 'Bb7', 'f3', 'd6']",Queen's Pawn Game: Modern Defense
3175,3057,1-0,"['d4', 'g6', 'e4', 'c5', 'dxc5', 'Bg7', 'c3', 'Nc6', 'Be3', 'Nf6']",Queen's Pawn Game: Modern Defense
1896,1866,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Bd3', 'd6', 'f4', 'e5', 'c3', 'exd4']",Queen's Pawn Game: Modern Defense
2129,2133,0-1,"['d4', 'g6', 'Nc3', 'Bg7', 'Bf4', 'd6', 'e3', 'Nf6', 'Be2', 'O-O']",Queen's Pawn Game: Modern Defense
1833,1890,1/2-1/2,"['d4', 'g6', 'Bf4', 'Bg7', 'e3', 'Nf6', 'Nf3', 'O-O', 'h3', 'b6']",Queen's Pawn Game: Modern Defense
1927,1914,1-0,"['d4', 'g6', 'c4', 'Bg7', 'e3', 'd6', 'Nf3', 'Bg4', 'Nc3', 'Bxf3']",Queen's Pawn Game: Modern Defense
2306,2303,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'c4', 'Nf6', 'g3', 'O-O', 'Bg2', 'd6']",Queen's Pawn Game: Modern Defense
2271,2391,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'c5', 'd5', 'Bxc3+', 'bxc3', 'd6']",Queen's Pawn Game: Modern Defense
1933,1940,1-0,"['d4', 'g6', 'Nf3', 'd6', 'e3', 'Bg7', 'Bd3', 'Nf6', 'c3', 'O-O']",Queen's Pawn Game: Modern Defense
2283,2409,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Nf3', 'Nf6', 'Be2', 'd6', 'O-O', 'O-O']",Queen's Pawn Game: Modern Defense
1980,1987,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'c4', 'h6', 'Nc3', 'e6', 'e4', 'd6']",Queen's Pawn Game: Modern Defense
2787,2406,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nf3', 'c5', 'g3', 'cxd4', 'Nxd4', 'Nc6']",Queen's Pawn Game: Modern Defense
2065,2048,1-0,"['d4', 'g6', 'e4', 'Bg7', 'f4', 'e6', 'Nf3', 'd5', 'e5', 'Ne7']",Queen's Pawn Game: Modern Defense
2133,2154,1/2-1/2,"['d4', 'g6', 'Bg5', 'Bg7', 'e3', 'c5', 'Bb5', 'Qa5+', 'Nc3', 'cxd4']",Queen's Pawn Game: Modern Defense
1928,1922,0-1,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'Nf6', 'Nf3', 'O-O', 'e3', 'd6']",Queen's Pawn Game: Modern Defense
2170,2164,0-1,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'c5', 'd5', 'Nf6', 'e4', 'h6']",Queen's Pawn Game: Modern Defense
2510,2691,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'g3', 'Nf6', 'Bg2', 'O-O', 'O-O', 'd6']",Queen's Pawn Game: Modern Defense
1877,1894,1-0,"['d4', 'g6', 'Nd2', 'Bg7', 'Ngf3', 'd6', 'e4', 'Nf6', 'Bd3', 'Nfd7']",Queen's Pawn Game: Modern Defense
2065,2028,0-1,"['d4', 'g6', 'c4', 'Bg7', 'Nf3', 'Nf6', 'e3', 'O-O', 'Be2', 'd6']",Queen's Pawn Game: Modern Defense
1858,1849,0-1,"['d4', 'g6', 'c4', 'Bg7', 'e4', 'h6', 'Nc3', 'e6', 'Nf3', 'c6']",Queen's Pawn Game: Modern Defense
2048,2043,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nf3', 'Nf6', 'e3', 'O-O', 'Be2', 'c5']",Queen's Pawn Game: Modern Defense
2074,2070,0-1,"['d4', 'g6', 'e4', 'Bg7', 'f4', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6']",Queen's Pawn Game: Modern Defense
2152,2182,1-0,"['d4', 'g6', 'e4', 'Bg7', 'Nc3', 'd6', 'Be3', 'a6', 'Qd2', 'b5']",Queen's Pawn Game: Modern Defense
2105,2163,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Nf3', 'b6', 'Nc3', 'Bb7', 'Bd3', 'Bxf3']",Queen's Pawn Game: Modern Defense
2552,2554,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'e6', 'e4', 'Ne7', 'Be2', 'd6']",Queen's Pawn Game: Modern Defense
2091,2075,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'a6', 'e4', 'd6', 'Be2', 'Nc6']",Queen's Pawn Game: Modern Defense
2055,2095,0-1,"['d4', 'g6', 'e4', 'Bg7', 'Nc3', 'e6', 'Nf3', 'd5', 'exd5', 'exd5']",Queen's Pawn Game: Modern Defense
1920,1934,0-1,"['d4', 'g6', 'Nf3', 'd6', 'e3', 'Bg7', 'Bc4', 'Nf6', 'Ng5', 'O-O']",Queen's Pawn Game: Modern Defense
3172,3061,0-1,"['d4', 'g6', 'e4', 'Bg7', 'Nf3', 'c5', 'd5', 'd6', 'h3', 'Nf6']",Queen's Pawn Game: Modern Defense
1865,1872,1-0,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'e6', 'Bf4', 'Ne7', 'Nb5', 'O-O']",Queen's Pawn Game: Modern Defense
1830,1826,1-0,"['d4', 'g6', 'c4', 'Bg7', 'e3', 'Nf6', 'Nc3', 'O-O', 'Nf3', 'h6']",Queen's Pawn Game: Modern Defense
1946,2082,0-1,"['d4', 'g6', 'Nc3', 'Bg7', 'e4', 'c6', 'f4', 'd6', 'Nf3', 'Bg4']",Queen's Pawn Game: Modern Defense
2218,2191,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'Nc3', 'c6', 'e4', 'Qb6', 'Bd3', 'Bxd4']",Queen's Pawn Game: Modern Defense
2121,2110,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'e3', 'd6', 'c3', 'Nf6', 'h3', 'Nh5']",Queen's Pawn Game: Modern Defense
1808,1815,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'Bf4', 'd6', 'h3', 'Nf6', 'c3', 'O-O']",Queen's Pawn Game: Modern Defense
1916,1934,0-1,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'Nf6', 'Nf3', 'O-O', 'e4', 'd6']",Queen's Pawn Game: Modern Defense
1864,1890,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'e4', 'c5', 'Qd2', 'cxd4', 'Nf3', 'Qb6']",Queen's Pawn Game: Modern Defense
2603,2529,1-0,"['d4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Be3', 'Nc6', 'f3', 'e5']",Queen's Pawn Game: Modern Defense
2987,2456,1-0,"['d4', 'g6', 'Nc3', 'Bg7', 'f3', 'c6', 'e4', 'd5', 'Be3', 'dxe4']",Queen's Pawn Game: Modern Defense
1900,1867,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Nf3', 'd6', 'c4', 'e5', 'Nc3', 'exd4']",Queen's Pawn Game: Modern Defense
2062,2037,0-1,"['d4', 'g6', 'c4', 'Bg7', 'e4', 'Nf6', 'f4', 'O-O', 'Nc3', 'c5']",Queen's Pawn Game: Modern Defense
2122,2001,0-1,"['d4', 'g6', 'Nc3', 'c6', 'Nf3', 'Bg7', 'g3', 'e6', 'Bg2', 'Ne7']",Queen's Pawn Game: Modern Defense
2226,2487,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Nf3', 'c5', 'c4', 'cxd4', 'exd4', 'Nf6']",Queen's Pawn Game: Modern Defense
2096,2173,0-1,"['d4', 'g6', 'Bg5', 'Bg7', 'Qd2', 'h6', 'Be3', 'b6', 'Nc3', 'Bb7']",Queen's Pawn Game: Modern Defense
2501,2405,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'e4', 'c5', 'd5', 'd6', 'c4', 'e5']",Queen's Pawn Game: Modern Defense
2307,2384,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'Nf3', 'd6', 'Nc3', 'Bg4', 'e4', 'Bxf3']",Queen's Pawn Game: Modern Defense
1975,1951,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'e3', 'd6', 'Bd3', 'c6', 'O-O', 'Qc7']",Queen's Pawn Game: Modern Defense
2223,2138,0-1,"['d4', 'g6', 'c4', 'Bh6', 'Nf3', 'Kf8', 'd5', 'Bxc1', 'Qxc1', 'Kg7']",Queen's Pawn Game: Modern Defense
1940,2023,0-1,"['d4', 'g6', 'c4', 'Bg7', 'e4', 'c6', 'f4', 'e6', 'Nf3', 'd5']",Queen's Pawn Game: Modern Defense
1945,2047,0-1,"['d4', 'g6', 'c4', 'Bg7', 'Nc3', 'e6', 'Nf3', 'c6', 'e4', 'd5']",Queen's Pawn Game: Modern Defense
2634,2549,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'Nc3', 'e6', 'Be3', 'Ne7', 'Qd2', 'd5']",Queen's Pawn Game: Modern Defense
1817,1830,1-0,"['d4', 'g6', 'Bf4', 'Bg7', 'Nc3', 'd6', 'Nf3', 'Nf6', 'e3', 'O-O']",Queen's Pawn Game: Modern Defense
2132,2062,1-0,"['d4', 'g6', 'e4', 'Bg7', 'Nc3', 'd6', 'f4', 'a6', 'Be2', 'b5']",Queen's Pawn Game: Modern Defense
1880,1872,0-1,"['d4', 'g6', 'Bf4', 'Nf6', 'e3', 'Bg7', 'Be2', 'd6', 'Nf3', 'Nc6']",Queen's Pawn Game: Modern Defense
1881,1854,0-1,"['d4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'f3', 'Nf6', 'Be3', 'O-O']",Queen's Pawn Game: Modern Defense
1903,1903,1-0,"['d4', 'g6', 'Qd3', 'Bg7', 'Bf4', 'd6', 'Nd2', 'Nf6', 'h4', 'h5']",Queen's Pawn Game: Modern Defense
2988,2455,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'g3', 'c5', 'Bg2', 'cxd4', 'Nxd4', 'd6']",Queen's Pawn Game: Modern Defense
2000,2014,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'e3', 'd6', 'Nc3', 'e6', 'Bd2', 'Ne7']",Queen's Pawn Game: Modern Defense
2580,2608,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'Bf4', 'e6', 'e3', 'Ne7', 'Nbd2', 'O-O']",Queen's Pawn Game: Modern Defense
2208,2238,0-1,"['d4', 'g6', 'c3', 'Bg7', 'Nf3', 'Nf6', 'Bf4', 'O-O', 'Bg3', 'd6']",Queen's Pawn Game: Modern Defense
1802,1821,0-1,"['d4', 'g6', 'Nf3', 'Bg7', 'e3', 'h6', 'Bd3', 'e6', 'c3', 'Ne7']",Queen's Pawn Game: Modern Defense
2185,2092,1-0,"['d4', 'g6', 'e3', 'Bg7', 'Bd3', 'd6', 'Nd2', 'c6', 'h3', 'a5']",Queen's Pawn Game: Modern Defense
1895,1909,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'Nc3', 'd6', 'Qd2', 'h6', 'O-O-O', 'g5']",Queen's Pawn Game: Modern Defense
1868,1868,1-0,"['d4', 'g6', 'Bg5', 'Bg7', 'Nf3', 'e6', 'g3', 'Qe7', 'Bxe7', 'Nxe7']",Queen's Pawn Game: Modern Defense
1933,1934,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'c4', 'Nf6', 'Nc3', 'b6', 'e4', 'Bb7']",Queen's Pawn Game: Modern Defense
2456,2371,1-0,"['d4', 'g6', 'g3', 'Bg7', 'Bg2', 'c5', 'd5', 'd6', 'a4', 'Nf6']",Queen's Pawn Game: Modern Defense
2372,2491,1-0,"['d4', 'g6', 'c4', 'Bg7', 'g3', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'Nc6']",Queen's Pawn Game: Modern Defense
2081,2039,1-0,"['d4', 'g6', 'Bf4', 'Bg7', 'Nc3', 'd6', 'e4', 'c6', 'Qd2', 'h5']",Queen's Pawn Game: Modern Defense
2287,2265,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'e3', 'd6', 'Bd3', 'Nd7', 'Nf3', 'Ngf6']",Queen's Pawn Game: Modern Defense
2989,2454,1-0,"['d4', 'g6', 'Nf3', 'Bg7', 'c4', 'c5', 'Nc3', 'cxd4', 'Nxd4', 'd6']",Queen's Pawn Game: Modern Defense
2182,2216,0-1,"['d4', 'g6', 'e4', 'Bg7', 'Nc3', 'c5', 'Nf3', 'cxd4', 'Nxd4', 'd6']",Queen's Pawn Game: Modern Defense
1963,1950,1-0,"['d4', 'g6', 'e3', 'Bg7', 'Nf3', 'd6', 'c4', 'Nf6', 'Nc3', 'O-O']",Queen's Pawn Game: Modern Defense
1885,1846,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Bd3', 'Nf6', 'Nd2', 'd5', 'f4', 'c6']",Queen's Pawn Game: Modern Defense
1906,1995,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'e3', 'd6', 'Be2', 'Nf6', 'c3', 'O-O']",Queen's Pawn Game: Modern Defense
1971,1994,0-1,"['d4', 'g6', 'e3', 'Bg7', 'Nf3', 'c6', 'Bd3', 'd5', 'O-O', 'Bg4']",Queen's Pawn Game: Modern Defense
2299,2394,0-1,"['d4', 'g6', 'Bf4', 'Bg7', 'Nf3', 'd6', 'Nc3', 'Bg4', 'Qd2', 'Nd7']",Queen's Pawn Game: Modern Defense
2034,2033,0-1,"['d4', 'g6', 'c4', 'Bg7', 'Nf3', 'd6', 'Nc3', 'Nd7', 'e3', 'e5']",Queen's Pawn Game: Modern Defense
